Title,URL,Abstract,Conclusion
Environmental dependence of competitive fitness in rifampin-resistant rpoB mutants of Bacillus subtilis.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8904044/,"In Bacillus subtilis , mutations in the rpoB gene encoding the β-subunit of RNAP have been shown to alter a number of global phenotypes, including growth, utilization of unusual nutrient sources, sporulation, germination, and production of secondary metabolites. Rif r rpoB mutations have historically been associated with slower growth and reduced fitness; however, these assessments of fitness were conducted on limited collections of mutants in rich laboratory media that poorly reflect natural environments typically inhabited by B. Using a novel deep-sequencing approach in addition to traditional measurements of growth rate, lag time, and pairwise competitions, we demonstrated that the competitive advantages of specific rpoB alleles differ depending on the growth environment in which they are determined. A growing body of evidence indicates that resistance to rifampin, a frontline antibiotic used to treat mycobacterial and biofilm-associated infections, may increase fitness given an appropriate environment even in the absence of the selective antibiotic.","We therefore conclude that while the second-site mutation I528V in rpoB increased competitive fitness to a certain extent, it was not sufficient to account for the dramatic increase in fitness seen in strain 1663 arising in the third multiallelic competition culture in the experiment whose results are shown in Fig. Several examples illustrate the repeated occurrence of rpoB mutations in adaptive laboratory evolution of Escherichia coli , wherein these mutations significantly increased the fitness of the organism in different environments, including optimized growth on various minimal media and increased fitness at elevated temperatures ( 30 – 32 ). Numerous studies suggest changes in global gene expression to be the cause of changes in fitness observed with mutations in rpoB ( 7 , 33 – 37 ), although one study examining the system-wide impacts of mutations in the Pseudomonas aeruginosa rpoB gene found few differences in global gene expression and attributed mutant phenotypes to increased expression of RNAP ( 38 )."
Analysis of interactions of Salmonella type three secretion mutants with 3-D intestinal epithelial cells.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3012082/,"Abstract The prevailing paradigm of Salmonella enteropathogenesis based on monolayers asserts that Salmonella pathogenicity island-1 Type Three Secretion System (SPI-1 T3SS) is required for bacterial invasion into intestinal epithelium. Recently, SPI-1 deficient nontyphoidal Salmonella strains were isolated from infected humans and animals, indicating that SPI-1 is not required to cause enteropathogenesis and demonstrating the need for more in vivo- like models. Invasion of wildtype and TTSS mutants was a Salmonella active process, whereas non-invasive bacterial strains, bacterial size beads, and heat-killed Salmonella did not invade 3-D cells. Collectively, these results indicate that T3SSs are dispensable for Salmonella invasion into highly differentiated 3-D models of human intestinal epithelial cells, but are required for intracellular bacterial growth, paralleling in vivo infection observations and demonstrating the utility of these models in predicting in vivo -like pathogenic mechanisms.","HT-29 cells grown in three-dimensions in the RWV displayed numerous characteristics relevant to their in vivo tissue counterparts, demonstrating the potential of utilizing RWV-derived 3-D cells as surrogate models to elucidate cellular mechanisms and responses to conditions encountered in the human gastrointestinal tract, such as during an enteric pathogen infection , . These studies not only corroborate our findings regarding the lack of Salmonella dependence on SPI-1 to invade our 3-D organotypic intestinal epithelial models, but also demonstrate the urgent need for development of more in vivo- like cell culture systems and their use in combination with animal models to better understand the underlying mechanisms of disease. The work presented here reveals many key similarities between the response of in vitro 3-D models of human intestinal epithelium and their parental tissues in vivo during a Salmonella infection, highlighting the potential of these organotypic models to 1) serve as powerful tools to facilitate the dissection of the molecular mechanisms of human enteric salmonellosis, 2) provide an in vivo like system to study other gastrointestinal pathogens, and 3) serve as models for the development of novel strategies to combat infectious disease."
Organotypic 3D cell culture models: using the rotating wall vessel to study host-pathogen interactions.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11088941/,"Abstract Human papillomavirus (HPV) infection occurs in differentiating epithelial tissues, and cancers caused by the high-risk types (e.g., HPV16 and HPV18) typically occur at oropharyngeal and anogenital anatomical sites. The low-fluid-shear microgravity environment inside the bioreactor allows the cells to use collagen-coated microbeads as a growth scaffold and self assemble into 3D cellular aggregates. These tissues have been used for microscopic visualization, scanning-electron microscopy, and large -omics studies to gain insights into epithelial biology, the HPV life cycle, and host-pathogen interactions. Support Protocol 1: Isolation of epithelial cells from patient-derived tissues Support Protocol 2: Growth and maintenance of primary human epithelial cells in monolayer culture Support Protocol 3: PCR-based HPV screening of primary cell cultures Basic Protocol 1: Establishing human primary cell-derived 3D organotypic raft cultures Support Protocol 4: Growth and maintenance of human A2EN cells as monolayer culture Support Protocol 5: Preparing the slow turning lateral vessel bioreactor Support Protocol 6: Preparing the cytodex-3 microcarrier beads Basic Protocol 2: Establishing human 3D cervical tissues using the rotating wall vessel bioreactor Basic Protocol 3: Histological assessment of 3D organotypic raft tissues Basic Protocol 4: Spatial analysis of protein expression in 3D organotypic raft cultures Basic Protocol 5: Immunofluorescent microscopy imaging of rotating wall vessel derived 3D tissues Basic Protocol 6: Ultrastructural visualization and imaging of rotating wall vessel derived 3D tissues Support Protocol 7: RNA extraction from 3D tissues Basic Protocol 7: Characterization of gene expression by RT-qPCR Keywords: HPV, organotypic rafts, rotating wall vessel, bioreactor, 3D culture, cervix, oral, host-microbe interactions","[Conclusion Not Found; Full Article Summary]: Support Protocol 1: Isolation of epithelial cells from patient-derived tissues Support Protocol 2: Growth and maintenance of primary human epithelial cells in monolayer culture Support Protocol 3: PCR-based HPV screening of primary cell cultures Basic Protocol 1: Establishing human primary cell-derived 3D organotypic raft cultures Support Protocol 4: Growth and maintenance of human A2EN cells as monolayer culture Support Protocol 5: Preparing the slow turning lateral vessel bioreactor Support Protocol 6: Preparing the cytodex-3 microcarrier beads Basic Protocol 2: Establishing human 3D cervical tissues using the rotating wall vessel bioreactor Basic Protocol 3: Histological assessment of 3D organotypic raft tissues Basic Protocol 4: Spatial analysis of protein expression in 3D organotypic raft cultures Basic Protocol 5: Immunofluorescent microscopy imaging of rotating wall vessel derived 3D tissues Basic Protocol 6: Ultrastructural visualization and imaging of rotating wall vessel derived 3D tissues Support Protocol 7: RNA extraction from 3D tissues Basic Protocol 7: Characterization of gene expression by RT-qPCR Keywords: HPV, organotypic rafts, rotating wall vessel, bioreactor, 3D culture, cervix, oral, host-microbe interactions INTRODUCTION Papillomaviruses are a diverse family of double-stranded DNA viruses with an epithelial tropism, infecting both cutaneous and mucosal epithelia of vertebrate hosts, including humans. MP1ETBC1001) Hardware and instruments Humidified 5% CO 2 incubator Humidified 10% CO 2 incubator Inverted light microscope Biosafety cabinet with vacuum aspiration system Pasteur pipettes Serological pipettes 50 ml conical tubes Automated cell counter and counting slides Centrifuge Thermomixer or heat block, 56°C Nanodrop spectrophotometer 200 μl PCR tubes Thermocycler 100 ml graduated cylinder 500 ml Erlenmeyer flask Microwave Thermal protection gloves Electrophoresis apparatus (casting tray, tape, comb, powerpack, electrodes) Gel loading pipet tips Staining tray Rocking platform Gel imaging dock (UV transilluminator, hood, and camera) Protocol steps Part 1 Total DNA extraction Remove J2 feeders and collect primary cells as described in Support Protocol 2 . 21-401-10) Parafilm −80°C freezer Protocol steps This protocol will generate 12 medium-sized ( Jackson et al., 2019 ) 3D organotypic raft tissues, which contract over time from their initial diameter of ~10 mm to ~5 mm Day #1 – Prepare dermal equivalents 1 Propagate and harvest human foreskin fibroblasts (HFF-tert) cells Viability should exceed 90% by Trypan blue exclusion Protocol requires 80,000 cells per raft (A total of 960,000 fibroblasts for this protocol) 2 Pellet the cells by centrifugation (7 min, 150 × g ) 3 Resuspend in 960 μl cold FBS (1 × 10 6 cells/ml) 4 Prepare dermal mixture by combining: 3.75 ml collagen 0.5 ml Hanks medium dropwise add 22.5 μl of 4M NaOH (We recommend adding this in 2.5 μl increments) 960 μl fibroblast/FBS, mix carefully with pipette and swirling tube by hand It is critical that this is performed in a pre-cooled (−20°C freezer) 50 ml conical tube that is stored on ice. Incubate cells and primary antibody for 2 hours at 37°C (or overnight at 4°C) Wash aggregates using PBS-T allow aggregates to settle in between washes Repeat step 16 for a total of 3 washes Dilute the appropriate fluorophore-conjugated secondary antibody at appropriate dilution/concentration (e.g., 1:500) in the blocking buffer (e.g., 8% BSA/PBS) Incubate cells and secondary antibody for 1 hour at 37°C Wash aggregates using PBS-T allow aggregates to settle in between washes Repeat step 16 for a total of 3 washes Rinse aggregates once with ddH2O Place 1 drop of mounting media on microscope slide Transfer labeled aggregates on top of mounting media with a cut-off 1000 μl pipette tip place coverslip over aggregates Cure slide overnight BASIC PROTOCOL 6: Ultrastructural visualization and imaging of rotating wall vessel derived 3D tissues The use of scanning electron microscopy allows researchers to visualize macromolecular structures and organelles. A25742) Hardware and instruments Pipettors and pipet tips Needles (20g, 25g) and syringes Thermomixer or heat block (56°C and 37°C) 1.5 ml microcentrifuge tubes Mini-centrifuge with 200 μl PCR tube adapter Thermocycler Electronic pipettor (8-channel, 96 to 384-well adaptable) 384-well tips Multichannel pipette reservoirs 384-well optical PCR plate Sealable plate cover Centrifuge with plate adaptor Real-time thermocycler and computer with acquisition software Protocol steps Reverse transcribe RNA to cDNA 1 Prepare reverse transcription reactions using the SuperScript IV First-Strand Synthesis System."
Induction of attachment-independent biofilm formation and repression of Hfq expression by low-fluid-shear culture of Staphylococcus aureus,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3187170/,"Abstract The opportunistic pathogen Staphylococcus aureus encounters a wide variety of fluid shear levels within the human host, and they may play a key role in dictating whether this organism adopts a commensal interaction with the host or transitions to cause disease. Compared to controls, low-shear-cultured cells displayed slower growth and repressed virulence characteristics, including decreased carotenoid production, increased susceptibility to oxidative stress, and reduced survival in whole blood. This is the first study to report an Hfq association with fluid shear in a Gram-positive organism, suggesting an evolutionarily conserved response to fluid shear among structurally diverse prokaryotes. aureus responds to a low-fluid-shear environment by initiating a biofilm/colonization phenotype with diminished virulence characteristics, which could lead to insight into key factors influencing the divergence between infection and colonization during the initial host-pathogen interaction.","Within the large intestine exists a vast range of microenvironments attributable to luminal flow rates, variations in the mucus layer, interactions with epithelial surfaces, and continually changing levels of nutrients, which microorganisms must be able to withstand ( 40 ). aureus has long been considered a member of the intestinal flora ( 15 , 61 ) but has received little investigative attention as to its potential role as an infectious agent of gastroenteritis, as opposed to its known role as a cause of toxigenic gastroenteristis, wherein ingestion of preformed staphylococcal enterotoxins in contaminated food, and not the presence of the organism in the gut, is known to cause disease ( 17 ). Using microarray analysis, we were able to identify increased expression profiles correlating to 17 ORFs. Biochemically, the protein products of many of these genes can be connected to a fermentative metabolism, as formate acetyltransferase, d -lactate dehydrogenase, and alcohol dehydrogenase were upregulated in response to low-fluid-shear culture."
Characterization of the Salmonella enterica serovar Typhimurium ydcI gene which encodes a conserved DNA binding protein required for full acid stress resistance.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3133089/,"Abstract Salmonella enterica serovar Typhimurium possesses a stimulon of genes that are differentially regulated in response to conditions of low fluid shear force that increase bacterial virulence and alter other phenotypes. In this study, we show that a previously uncharacterized member of this stimulon, ydcI or STM1625, encodes a highly conserved DNA binding protein with related homologs present in a range of Gram-negative bacterial genera. Typhimurium Δ ydcI mutant was able to invade cultured cells to the same degree as the WT strain, but a strain in which ydcI expression is induced invaded cells at a level 2.8 times higher than that of the WT. These data indicate the ydcI gene encodes a conserved DNA binding protein involved with aspects of prokaryotic biology related to stress resistance and possibly virulence.","These results indicate that the ydcI gene likely serves as a DNA binding transcriptional regulator that regulates genes involved in aspects of bacterial biology, including stress resistance and possibly virulence. A major goal in the future study of ydcI will be to identify the genes that are members of a potential “YdcI regulon” to understand how genes regulated by YdcI are linked to stress resistance, host cell interactions, biofilm formation, and other prokaryotic functions. In addition, future studies will focus on determining if ydcI has a role in the transmission of the low fluid shear environmental cue to bacterial cells beyond the experiments performed here."
Evaluation of microorganisms cultured from injured and repressed tissue regeneration sites in endangered giant aquatic Ozark Hellbender salamanders.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3242767/,"However, there are few long-term amphibian studies that include data on population size, abnormality/injury rates, disease, and habitat variables to adequately assess changes through time. We cultured and identified microorganisms isolated from abnormal/injured and repressed tissue regeneration sites of the endangered Ozark Hellbender, Cryptobranchus alleganiensis bishopi , to discover potential causative agents responsible for their significant decline in health and population. Although many bacterial and fungal isolates recovered were common environmental organisms, several opportunistic pathogens were identified in association with only the injured tissues of C.a. bishopi . Bacterial isolates included Aeromonas hydrophila , a known amphibian pathogen, Granulicetella adiacens , Gordonai terrae , Stenotrophomonas maltophilia , Aerococcus viridans , Streptococcus pneumoniae and a variety of Pseudomonads, including Pseudomonas aeruginosa , P.","Many reasons for the decline in population and health of the Ozark Hellbender have been suggested, including flooding , amphibian harvesting , the use of the anesthetic MS-222 (Tricane) , , the reintroduction and introduction of species including otters and trout , , habitat alteration and degradation , disease including those having a genetic, chemical, or infectious etiology , , , , , – , and the interaction of these factors . Human-induced alterations to the NFWR and surrounding landscape have resulted in changes to the physical-chemical properties of the NFWR, including nutrient-loading, introduction of estrogenic chemical levels, algal blooms, and a microbial content deemed unsafe for full body contact by state and federal agencies , , . A 2007 study of total coliform (TC) bacteria and Escherichia coli content was conducted at multiple sites and habitats in the NFWR between Mark Twain National Forest Campground Access and Norfork Reservoir, as well as springs which flow into the NFWR ."
Transcriptional and proteomic responses of Pseudomonas aeruginosa PAO1 to spaceflight conditions involve Hfq regulation and reveal a role for oxygen.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3067220/,"Furthermore, this research field allows the unveiling of novel connections between low-fluid-shear regions encountered by pathogens during their natural infection process and bacterial virulence. This study is the first to characterize the spaceflight-induced global transcriptional and proteomic responses of Pseudomonas aeruginosa , an opportunistic pathogen that is present in the space habitat. Since Hfq was also differentially regulated in spaceflight-grown Salmonella enterica serovar Typhimurium, Hfq represents the first spaceflight-induced regulator acting across bacterial species. aeruginosa was compared with our previous data for this organism grown in microgravity analogue conditions using the rotating wall vessel (RWV) bioreactor.","Assessing the behavior and virulence potential of obligate and opportunistic pathogens aboard spacecraft and the International Space Station (ISS) is of central importance to evaluate the risk for infectious disease in the context of long-term manned missions. The observation that spaceflight samples were presumably more deprived of oxygen than LSMMG-grown bacteria, compared to their respective controls, could be explained by the fact that actual spaceflight conditions are characterized by even lower fluid shear levels than LSMMG conditions. Indeed, enhanced irradiation and vibration or potential direct effects of microgravity (such as effects on the cell or cellular components instead of on the extracellular environment) during spaceflight could lead to differences in gene and protein expression profiles between spaceflight and LSMMG-grown P."
New insights into the bacterial fitness-associated mechanisms revealed by the characterization of large plasmids of an avian pathogenic E. coli,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3251573/,"coli (APEC), pose a considerable threat to both human and animal health, with illness causing substantial economic loss. APEC strain χ7122 (O78∶K80∶H9), containing three large plasmids [pChi7122-1 (IncFIB/FIIA-FIC), pChi7122-2 (IncFII), and pChi7122-3 (IncI 2 )]; and a small plasmid pChi7122-4 (ColE2-like), has been used for many years as a model strain to study the molecular mechanisms of ExPEC pathogenicity and zoonotic potential. Herein we present the sequence of the remaining pChi7122 plasmids, confirming that pChi7122-2 and pChi7122-3 encode an ABC iron transport system ( eitABCD ) and a putative type IV fimbriae respectively, whereas pChi7122-4 is a cryptic plasmid. In vitro evaluation of the APEC χ7122 derivative strains with the three large plasmids, either individually or in combinations, provided new insights into the role of plasmids in biofilm formation, bile and acid tolerance, and the interaction of E.","The putative functions and the predicted 3-D structures of the pChiA and pChiOTDR gene products, determined by Blast-PSI and HHpred , show that pChiA encodes for a bifunctional dehydratase that utilizes both D-mannonate and D-altronate as substrates and pChiOTDR encode for a gluconate 5-dehydrogenase, pChiO; an exonate sugar transport, pChiT; an L-idonate 5 dehydrogenase, pChiD; and a regulator protein GntR-like, pChiR, respectively ( Table S3 , Fig. coli K-12 L-idonic acid pathway encoded by the gnTII genes, idnK idnDOTR , the genes of the operon pChiOTDR of pChi7122-2 have no significant homologies at the DNA level and share some sequence identity at the protein level ( Table 3 ); moreover, the position of the gene of L-idonate 5 dehydrogenase is different in the two distinct gene clusters. The highly differentiated character of the 3-D intestinal cells is reflected in the presence of distinct apical and basolateral polarity, increased expression and better organization of tight junctions, extracellular matrix, and brush border proteins, highly localized expression of mucins, and multiple epithelial cell types relevant to those found in vivo ."
Lack of norovirus replication and histo-blood group antigen expression in 3-dimensional intestinal epithelial cells,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3647661/,"TOC summary: The 3-dimensional intestinal model is not sufficient as a virus replication system for developing vaccines or drugs to control human norovirus infections. Keywords: norovirus replication, 3-D intestinal epithelial cell culture, INT-407, blood group H type antigens, Lewis blood-group system, human intestinal epithelial cells, rotating wall vessel bioreactor, Norwalk virus, viruses","Our observed lack of HBGA carbohydrates on the surface of the intestinal cells that participate in NV binding to mammalian cells further highlights that this model is likely not a sufficient model system to study NV replication because the cells do not express the putative NV receptor. Transfecting cells expressing FUT2 with NV RNA (isolated from virus from the stool samples of infected volunteers) did result in NV replication and synthesis of NV proteins within the cells, suggesting that the block in NV replication following virus addition to the cells occurs at a postbinding step and may require an additional cellular factor for viral entry and/or uncoating ( 5 , 32 , 38 , 39 ). Future attempts to develop in vitro systems to study NoV replication may include cultures derived from human primary intestinal cells and tissue explants, utilization of Caco-2 cells grown in RWV, use of 3-D intestinal immunocompetent coculture models, or human intestinal organoids derived from pluripotent stem cells ( 40 , 41 )."
Conservation of the low-shear modeled microgravity response in Enterobacteriaceae and analysis of the trp genes in this response.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4085587/,"Abstract Low fluid shear force, including that encountered in microgravity models, induces bacterial responses, but the range of bacteria capable of responding to this signal remains poorly characterized. We systematically analyzed a range of Gram negative Enterobacteriaceae for conservation of the low-shear modeled microgravity (LSMMG) response using phenotypic assays, qPCR, and targeted mutations. Based on the data, we analyzed the role of the trp operon genes and the TrpR regulator in the LSMMG response using targeted mutations in these genes in S. To our knowledge, this study is first-of-kind for Citrobacter, Enterobacter , and Serratia, presents novel data for Escherichia , and provides the first analysis of trp genes in LSMMG responses.","The results presented here provide significant evidence using several strains and multiple assays that the response to the LSMMG growth environment is conserved across Enterobacteriaceae.Thus, the pathways and mechanisms used for sensing this environmental signal appear to be present in these different cells. These results indicate that applications using the LSMMG environment (and related spaceflight conditions) have the potential to be targeted to a range of Entrobacteriaceae genera. Future work will focus on understanding the underlying causes of the variance in the direction of LSMMG regulation observed here and on the use of LSMMG/spaceflight to engineer bacteria in different ways."
Mimicking the host and its microenvironment in vitro for studying mucosal infections by Pseudomonas aeruginosa.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4096993/,"Therefore, using modeI systems that represent key aspects of human mucosal tissues in health and disease allows recreating in vivo host-pathogen interactions in a physiologically relevant manner. In this review, we discuss how factors of mucosal tissues, such as apical-basolateral polarity, junctional complexes, extracellular matrix proteins, mucus, multicellular complexity (including indigenous microbiota), and other physicochemical factors affect P. We highlight in vitro cell and tissue culture model systems of increasing complexity that have been used over the past 35 years to study the infectious disease process of P. aeruginosa pathogenesis will help advance fundamental understanding of pathogenic mechanisms and increase the translational potential of research findings from bench to the patient’s bedside.","[Conclusion Not Found; Full Article Summary]: aeruginosa , and increase the risk for infectious disease Open in a new tab CF = cystic fibrosis, NO = nitric oxide, PQS = Pseudomonas quinolone signal, SOD = superoxide dismutase, CFTR = cystic fibrosis transmembrane conductance regulator, 3-oxo-C 12 -HSL = N -(3 oxododecanoyl)-L-homoserine lactone The CF lung environment is an ideal ecological niche for P. There are several advantages of using 2-D monolayers as models for infection studies, including that they are (i) cost effective, (ii) require limited equipment and materials, (iii) easy to set-up, maintain, monitor and manipulate, (iv) quickly ready for downstream assays (e.g., confluence is reached in 3–4 days for A549 cell line), and (v) high-throughput (e.g., multi-well assays). The dynamic culture conditions in the RWV enable cells to differentiate into well-organized 3-D tissue-like structures (termed 3-D aggregates), which replicate many of the in vivo characteristics including apical-basolateral polarity, a single cell layer for lung and intestinal tissues, tight junctions, mucus production, and differentiation into several epithelial cell types ( Barrila, et al. These models are amenable to most infectious disease-related assays, with the exception of transcytosis, enable co-culturing of multiple cell types, offer targeted high-throughput analysis and exhibit key in vivo -like responses to pathogens, their toxins, and antimicrobial therapeutics not observed with conventional cell culture models ( Barrila, et al. aeruginosa infection (especially in the context of chronic biofilm and adaptation studies), (ii) increasing the multicellular complexity (including immune cells and members of the indigenous microbiota), (iii) incorporating relevant ECM proteins, (iv) reconciling paracrine, endocrine and cellular factors, and (v) integrating physical forces to mimic multi-organ signaling and interactions that naturally occur within the context of the specific tissue microenvironment of interest."
Effects of Sex and Gender on Adaptation to Space: Immune System,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7467030/,"Abstract To address urgent need for strategies to limit mortality from coronavirus disease 2019 (COVID-19), this review describes experimental, clinical and epidemiological evidence that suggests that chronic sub-optimal hydration in the weeks before infection might increase risk of COVID-19 mortality in multiple ways. Sub-optimal hydration is associated with key risk factors for COVID-19 mortality, including older age, male sex, race-ethnicity and chronic disease. Via effects on serum/glucocorticoid-regulated kinase 1 (SGK1) signaling, aldosterone, tumor necrosis factor-alpha (TNF-alpha), vascular endothelial growth factor (VEGF), aquaporin 5 (AQP5) and/or Na + /K + -ATPase, chronic sub-optimal hydration in the weeks before exposure to COVID-19 may conceivably result in: greater abundance of angiotensin converting enzyme 2 (ACE2) receptors in the lung, which increases likelihood of COVID-19 infection, lung epithelial cells which are pre-set for exaggerated immune response, increased capacity for capillary leakage of fluid into the airway space, and/or reduced capacity for both passive and active transport of fluid out of the airways. The hypothesized hydration effects suggest hypotheses regarding strategies for COVID-19 risk reduction, such as public health recommendations to increase intake of drinking water, hydration screening alongside COVID-19 testing, and treatment tailored to the pre-infection hydration condition.","In sum, this paper hypothesizes that sub-optimal hydration in the weeks prior to exposure to COVID-19 increases risk of COVID-19 mortality via multiple possible pathways that favor fluid accumulation in the lungs. Evidence from in-vitro, animal, clinical and epidemiological studies suggest that chronic plasma hypertonicity, TBW deficit and/or hypovolemia may increase the likelihood of COVID-19 infection, pre-set the body for exaggerated immune response, increase tissue damage and leakage of fluid into the airway space, and/or decrease capacity for active and passive transport of fluid out of the airway space. Taken together, the evidence suggests that strategies to limit COVID-19 mortality may need to account for multiple determinants of water retention, fluid entry into and fluid removal out of the lungs, simultaneously."
Recellularization of decellularized lung scaffolds is enhanced by dynamic suspension culture.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4427280/,"We demonstrate that decellularized mouse lungs recellularized in a dynamic low fluid shear suspension bioreactor, termed the rotating wall vessel (RWV), contained more cells with decreased apoptosis, increased proliferation and enhanced levels of total RNA compared to static recellularization conditions. These results were observed with two relevant mouse cell types: bone marrow-derived mesenchymal stromal (stem) cells (MSCs) and alveolar type II cells (C10). Gene expression and immunohistochemical analyses suggested differentiation of MSCs into collagen I-producing fibroblast-like cells in the bioreactor, indicating enhanced potential for remodeling of the decellularized scaffold matrix. In conclusion, dynamic suspension culture is promising for enhancing repopulation of decellularized lungs, and could contribute to remodeling the extracellular matrix of the scaffolds with subsequent effects on differentiation and functionality of inoculated cells.","Cortiella et al previously demonstrated that decellularized lungs repopulated with ESCs in the RWV retained more viable cells and induced higher levels of apparent lung-specific lineages in response to defined differentiation agents, compared to other synthetic scaffolds and 2-D ESC monolayers [ 7 ]. In line with this hypothesis is (i) the induced expression of the multipotency markers endoglin and CD106 in static but not bioreactor conditions, and (ii) the absence of MSC cell clusters in bioreactor growth conditions, which could possibly be a characteristic of multilineage-differentiating stress-enduring (Muse) cells that have the ability to differentiate into endoderm, ectoderm and mesoderm in vitro and in vivo [ 51 , 52 ]. Since MSCs have been suggested to serve as stroma for repopulating decellularized scaffolds with other cell types (such as endogenous progenitors and induced pluripotent stem cells) [ 63 ], further investigations into whether the enhanced expression of genes involved in ECM remodeling in the RWV bioreactor resulted in reconstituting and/or remodeling of the native ECM scaffold is of interest."
Three-dimensional organotypic co-culture model of intestinal epithelial cells and macrophages to study Salmonella enterica colonization patterns.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5460263/,"Abstract Three-dimensional models of human intestinal epithelium mimic the differentiated form and function of parental tissues often not exhibited by two-dimensional monolayers and respond to Salmonella in key ways that reflect in vivo infections. To further enhance the physiological relevance of three-dimensional models to more closely approximate in vivo intestinal microenvironments encountered by Salmonella , we developed and validated a novel three-dimensional co-culture infection model of colonic epithelial cells and macrophages using the NASA Rotating Wall Vessel bioreactor. HT-29 epithelial cells were then added and the three-dimensional model was cultured in the bioreactor until optimal differentiation was reached, as assessed by immunohistochemical profiling and bead uptake assays. The new co-culture model exhibited in vivo-like structural and phenotypic characteristics, including three-dimensional architecture, apical-basolateral polarity, well-formed tight/adherens junctions, mucin, multiple epithelial cell types, and functional macrophages.","Additional possibilities to explain the enhanced recovery of D23580 at 24 h include, (1) heterogenous populations of intracellular bacteria that are in different physiological states (including viable but not culturable organisms, or populations where the majority of bacteria have reached stationary phase), and (2) host cells that have been lysed by infection, thereby precluding the recovery of released bacteria during plating for viable cfu in gentamicin assays. 74 , 76 – 78 It has been previously shown in mice that Salmonella strains defective in SPI-2 are still able to grow to high intracellular densities, but have difficulty exiting the cells and re-distributing within tissues, leading to a lower net growth within organs and higher bacterial loads for the small numbers of infected cells. Possible explanations for these infection patterns following culture of the bacteria under low oxygen conditions prior to infection include: (1) pathogen avoidance of macrophages, (2) specific targeting of epithelial cells, (3) enhanced intracellular killing within macrophages, and/or (4) a masking effect whereby the macrophages are unable to detect the pathogen, leading to lower levels of uptake."
Modeling Host-Pathogen Interactions in the Context of the Microenvironment: 3-D Cell Culture Comes of Age.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6204695/,"Tissues and organs provide the structural and biochemical landscapes upon which microbial pathogens and commensals function to regulate health and disease. While flat two-dimensional (2-D) monolayers composed of a single cell type have provided important insight into understanding host-pathogen interactions and infectious disease mechanisms, these reductionist models lack many essential features present in the native host microenvironment that are known to regulate infection, including three-dimensional (3-D) architecture, multicellular complexity, commensal microbiota, gas exchange and nutrient gradients, and physiologically relevant biomechanical forces (e.g., fluid shear, stretch, compression). KEYWORDS: 3-D, 3D, RWV, rotating wall vessel, gut-on-a-chip, host-microbe interaction, host-pathogen interactions, mechanotransduction, organ-on-a-chip, organoid","Over the past 2 decades, a multidisciplinary consortium of researchers has been creative in developing 3-D intestinal models of increasing complexity that better mimic the biological, chemical, and physical microenvironments of the endogenous tissue for studying host-microbe interactions. Such advances will be pivotal for the success of personalized medicine approaches using patient-specific normal and diseased cells and of incorporation of the full repertoire of immune cells to predict clinical correlates of protection for vaccine development. While it remains a daunting task to gain a complete understanding of infectious disease, the alignment of multidisciplinary research teams dedicated to the establishment of 3-D models that reconstruct the architecture and function of the in vivo organ and their application for host-pathogen interaction studies make this an exciting time to be a scientist!"
Evaluating the effect of spaceflight on the host‚Äìpathogen interaction between human intestinal epithelial cells and Salmonella Typhimurium,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7943786/,"Abstract Spaceflight uniquely alters the physiology of both human cells and microbial pathogens, stimulating cellular and molecular changes directly relevant to infectious disease. However, the influence of this environment on host–pathogen interactions remains poorly understood. Here we report our results from the STL-IMMUNE study flown aboard Space Shuttle mission STS-131, which investigated multi-omic responses (transcriptomic, proteomic) of human intestinal epithelial cells to infection with Salmonella Typhimurium when both host and pathogen were simultaneously exposed to spaceflight. To our knowledge, this was the first in-flight infection and dual RNA-seq analysis using human cells.",Further information on experimental design is available in the Nature Research Reporting Summary linked to this paper.
